index,title,author,genre,rating,review,annotations,Final Annotation,Preliminary Agreement
3SD15I2WEDYPZKL57HCZP0UWPVV36O,Daughter,Kate  McLaughlin,Young,5.0,"A novel with a premise like this could be tawdry in the wrong hands but Kate McLaughlin created this story with skill and sensitivity. The character of Scarlet, the teen who discovers her father is a serial killer, is deftly written. I love how she starts as a typical annoying teen who balks at her mother's over-protectiveness but when she finds out who she really is, both she and her mother grow closer emotionally but also grow as humans. There was no glamorizing or whitewashing of her father's character and I love how McLaughlin put the emphasis on the many many victims -- not just the women who were killed but on extended family of the victims and of the killer himself. This novel felt very real to me and it was surprisingly uplifting. Kudos to the author for bringing nuance and compassion to a story that in lesser hands could have been all about the low hanging fruit.","Counter({'content': 2, 'enthusiastic': 1, 'love': 1, 'annoyed': 1})",content,0.25
3ZG552ORBX8LTS4N4P62II530AM2V3,Weather Girl,Rachel Lynn Solomon,Romance,4.0,"Aw, this felt so wholesome! Not because there's no sexy bits (it definitely goes there), but because it felt like a romance between two cinnamon rolls. I really loved seeing the rep for a fat hero and how that was explored, and overall, I just loved both Ari & Russell and was totally rooting for them. The only piece of this that didn't feel completely successful to me were the ""parent trap"" elements. It was a fun concept and had moments where it worked for me, but it ended up feeling like a little bit of a distraction from the elements that I most enjoyed. Still, all around, really liked this & want to read more from this author","Counter({'enthusiastic': 2, 'content': 1, 'love': 1, 'annoyed': 1})",enthusiastic,0.25
32FESTC2OSUYEV7PWSL3Y9C6YUQCUX,Matching Configurations,Kyle Keyes,Contemporary,5.0,"I have previously read the first two books in the Quantum Roots series so I was super excited when the third in the series was released. Matching Configurations sees us back with Olan Chapman, the atypical hero as her returns to Earth as someone he used to be. As a lover of science, I have always loved the time travel elements and quantum physics references in the novel, but they aren't so heavy that someone with no knowledge won't be able to follow the plot. There are moments when you will laugh out loud as Kyle Keyes has a real gift for humour, and there are definitely are a few moments that are a bit risqué. But overall a great read.","Counter({'content': 2, 'disappointed': 1})",content,0.5
3P458N04RCLDXH9I447K632OGLU2X6,Educated,Tara Westover,Nonfiction,5.0,"Everything about this book amazed me. I will not stop thinking about this book for a very, very long time. I don't think I can even do this proper justice in a review other than telling everyone to go out and READ THIS BOOK! Easiest 5 stars ever. Loved it.","Counter({'content': 2, 'love': 1, 'bored': 1})",content,0.3333333333333333
3SA4EMRVK661SY4D3QTPT2N6HO10PW,Educated,Tara Westover,Nonfiction,5.0,"Wow! Tara Westover is one of the strongest, and bravest people I have ever read about! This woman grew up as the youngest child in a big survivalist, Mormon family, in Idaho at Buck Peak. So much danger for her in that life, mostly because of her father and one of her older brothers.This memoir is so brutal at times and hard to read, your heart just breaks for this girl, and for some of her siblings.Tara rises up to become extremely “educated” despite the fact that she never attended school, and was barely homeschooled. Her academic achievements were fascinating to read about, especially with all the turmoil in her life.Recommended!!!!! What a story!Thank you to NetGalley and Random House for the advanced ebook!","Counter({'content': 2, 'bored': 1, 'confused': 1})",content,0.3333333333333333
3BVS8WK9RBZAVZKJOB0U4MIDME3IBO,Lease on Love,Falon Ballard,Romance,4.0,"3.75 stars. Okay, my thoughts on this one are a little bit complicated so strap in! Let's start with what I loved, which is basically the entire first 90% of this book lol. Sadie and Jack were absolutely EVERYTHINGGG to me and their romance was somehow both insta-lovey (in a good way, promise) and slow burn at the same time? Which sounds like it shouldn't work but it SO did and I was all about it. The tension of them knowing all along how they felt about each other but waiting until the perfect moment to act on it was *chef's kiss*. They had so much chemistry and this book was truly just my romance cat-nip. I absolutely ate it up. With all that being said....... I really, really didn't like the way this book ended and I am SO bummed about it. I'm obvs not going to spoil anything, but there was a BIG out of character moment riiiight at the very end of the story that felt like it was added just to sprinkle in some final act conflict and I truly hated how that all went down. However, despite my disappointment in the ending, I thought this was a phenomenal debut and I really did enjoy the heck out of the book as whole. I am looking so!!!!! forward to reading more from Ballard in the future and I definitely recommend giving this one a chance when it comes out in February!CW: death of a parent","Counter({'enthusiastic': 2, 'disappointed': 1, 'confused': 1, 'content': 1, 'annoyed': 1})",enthusiastic,0.2
3VO4XFFP2GQ0AL5CO2TN8MN3UYT7QU,Steve Jobs,Walter Isaacson,Biography,4.0,"Steve Jobs, Walter Isaacson From the author of the bestselling biographies of Benjamin Franklin and Albert Einstein, this is the exclusive, New York Times bestselling biography of Apple co-founder Steve Jobs.I wish I had written their biography myself, he was a myth, maybe then I could mix my words with the scent of Roses, and mix them with the sound of nightingales, so that they would always be fragrant and audible.تاریخ نخستین خوانش: روز یازدهم ماه سپتامبر سال 2016میلادیعنوان: استیو جابز - زندگینامه استیو جابز موسس و مدیرعامل شرکت اپل؛ نویسنده: والتر ایساکسون؛ مترجم: مهدی پاکنهاد؛ تهران، ستایش، 1390، در 703ص؛ شابک 9786005184419؛ موضوع: سرگذشتنامه استیو جابز از سال 1955میلادی تا سال 2011م - سده 21ماین دل میخواست، کاش سرگذشتنامه ی ایشان را، خود مینوشتم؛ اسطوره بودند، شاید آنگاه واژه هایم را میتوانستم، با عطر گلهای سرخ نیز بیامیزم، و آنها را با آوای بلبل نیز آجین میکردم، تا همیشه خوشبوی و شنیدنی باشند، از نخستین سالهای دهه ی 1980میلادی، با نمونه کارهای سخت افزار، و سیستم عامل ایشان، برای نخستین کامپیوترهای شخصی، یا همان پرسنل کامپیوتر «اپل مکینتاش»، و نرم افزارهای طراحی شده ی ایشان، آشنا بودم؛ از همان روز نخست آشنایی، نیز برایم آسمانی بودند، آسمانی آسمانی؛ همیشه در خیالم بالای ابرهای پنبه عسلی بنشسته اند، و مردمان را از آن بالا مینگرند؛ روانشان همیشه و هماره شادمان و خوشبوتاریخ بهنگام رسانی 15/06/1399هجری خورشیدی؛ 18/05/1400هجری خورشیدی؛ ا. شربیانی","Counter({'disappointed': 2, 'confused': 1, 'content': 1})",disappointed,0.3333333333333333
3JGHED38FOV9JNWYFCAHL8Q5T7A7YX,Daughter,Kate  McLaughlin,Young,,"Absolutely fascinated by this perspective. the story of a serial killer told from the eyes of the daughter who never knew him only of him. Well written story. When a convicted killer asks to see his daughter if the police want the rest of the names and locations of his victims - he then plays cat n mouse - Scarlet is a strong character, navigating adolescence, legacy and her mothers secret past! A page turner ","Counter({'enthusiastic': 2, 'disappointed': 1})",enthusiastic,0.5
3D17ECOUPPZUSYK81B0IU43FHKF31Q,Matching Configurations,Kyle Keyes,Contemporary,5.0,Quantum Roots 3/ Matching Configurations is the last book in the Quantum Roots trilogy. We meet a new version of the vigilante and some of the characters that we met in the beginning now come into play more. Kyle Keyes’ flow and description keep you flying through all three books. The suspense of the team trying to catch the different versions of the vigilante are captivating. We see all of the factors that didn’t seem to make sense in the other two books come together in an excellent plot twist. This series is great for any adult with a craving for adventure,"Counter({'enthusiastic': 2, 'annoyed': 1})",enthusiastic,0.5
35NNO802B60CW89GR153VHI733HIND,The Stowaway,James S. Murray,Thriller,2.0,"Well, that was a quick read. Is it so bad, that it's good?A serial killer is on loose and taunting the passengers. Especially one. Maria Fontana- she was on the jury that convicted him.This was a train wreck that was a cruise ship! From the beginning, I knew it was going to be like a B-rated horror movie that is just so bad, but you can't look away.So gratuitous, graphic, and gory that I skimmed all the parts. I'm not a big horror fan, but what bothered me was the murderer was targeting kids. No-no!I would try these two authors again to see if they can stay campy and forget the formula based, absurd plot. One of the authors is a TV producer, so maybe this is his wheelhouse.I almost jumped ship on this one.","Counter({'enthusiastic': 2, 'content': 1})",enthusiastic,0.5
3PN6H8C9SFUO4EZ5QJZNIEIUCRAADJ,Steve Jobs,Walter Isaacson,Biography,,"so, we are having the event for this book at our store tonight. the number of people calling up to ask if steve jobs will also be present to sign is staggering. in other words, ""i care enough about steve jobs to want to read a 600+ page book about him, but i am somehow unaware that he is deceased.""is what i hope. the alternative is ghoulish and i do not want to entertain it.","Counter({'disappointed': 2, 'enthusiastic': 1})",disappointed,0.5
3A520CCNXY4TWKD5MEA7OW0FC3BAEC,Steve Jobs,Walter Isaacson,Biography,,"Executive summary of Isaacson's ""Steve Jobs"":- Remove everything that is unnecessary.- Be ruthless about building an A team.- Make stuff you believe in.- Collaborate often through vigorous discussion.- Push yourself and others to do the impossible now.- Make great experiences by simplifying.- Own your work and protect it.- Live at intersection of intellect and intuition.But these are not spoilers. The drama of this biography is in the decisions Jobs made, the way he followed through on these ideals. Read the book. In the same way that you understand a proverb much more after you've had a life a experience that demonstrates it, these will mean much, much more when you see them in the context of Steve Jobs' life.Plus, you'll also discover Jobs' equally as compelling character traits: from his idealism to his irascibility.","Counter({'content': 2, 'enthusiastic': 1})",content,0.5
3SNR5F7RADX822W3Y22K5UOYPBGIEO,Lease on Love,Falon Ballard,Romance,3.0,"This was pretty average to me!! I enjoyed reading about Jack and Sadie slowly falling for each other and joining in a relationship, and I think the pining was one of the best parts of the story. I do think at times the story dragged a bit pacing-wise, which is half explained by character development needs but also half just felt like the characters dragging their feet for no reason which got to be a bit frustrating.I really loved reading about Sadies journey with her mental health, as well as her dynamic friend group. I loved her as a protagonist, and thought she was super fun to follow.I did find myself wishing at times that this novel was a bit more women's-fictiony than it was (think Beach Read by Emily Henry) because I think both of these characters had a lot of potential for introspective growth which felt a bit rushed in favor of romantic angst, tension and furthering relationships.Overall I wouldn't recommend this to somebody, but I also wouldn't actively discourage anybody from reading it either.Thank you to Netgalley and the publisher for an e-ARC!",Counter({'enthusiastic': 3}),enthusiastic,1.0
3S1L4CQSG89L2YD1HPUD6ELFO4QAFU,Steve Jobs,Walter Isaacson,Biography,3.0,"My background is as a post-1979 punk rocker. So naturally I view all dope-gorging smelly long hair Dylan-worshiping hippies with a certain amount of suspicion and disdain.The author shows, on a page-by-page basis, what an insufferable asshole Steve Jobs was. I'm not exaggerating. But the book left me wondering: why? how did he become this way?The book is fairly well researched, but except for a precious few anecdotes about his youth, very little is said about his upbringing. I'd really like to know more about his family dynamic. What was his parents' parenting style? The book says NOTHING about the adopted sister he grew up with. Anyone who has grown up with siblings can attest to the influence of siblings on their personality. To me the lack of insight into his teen and pre-teen life leaves a glaring hole in understanding the man.My opinion of Steve Jobs: The ends don't justify the means. I don't care how creative or driven you are; you're not allowed to be an asshole to your fellow human beings.","Counter({'confused': 2, 'content': 1})",confused,0.5
39O0SQZVKYB0MMKC1HINDCX8QKV7RV,Lease on Love,Falon Ballard,Romance,4.0,"4.5/5I loved this one so much! It has a potty-mouthed, loud, and flower-loving heroine and a sad, sweet nerdy hero. The slow-burn from strangers-to-roommates-to-friends-to-lovers was great and all the friendships gave me LIFE. Full RTCContent notes: death of parents, grief, unemployment, on-page sex",Counter({'enthusiastic': 3}),enthusiastic,1.0
3FTID4TN9W28Y8L0J6BR4D86OREYLW,Steve Jobs,Walter Isaacson,Biography,5.0,"Steve Jobs in many ways was mythical and mystical personality. Steve Jobs was man of immaculate tastes. He single-handedly changed the course of half dozen industries. He was one of true innovator and history makers ever lived in the world. When it came to choosing the things he was no match to anybody in my limited knowledge i have not known an international personality who himself-herself chose his-her biographer, in this regard he chose no lesser person a biographer par excellence Walter Isaacson has been one of my favorite authors his simple honest and flowing style of writing has always attracted me this time writing biography of Steve jobs on his request he did a great job the book became instantly best seller partly because of charisma of the subject person but mostly due to his superior skills of biography this is most authoritative account of the life and times of Steve Jobs founder of Apple Inc. and man behind the Mac, iphone, ipod, itunes and behind the world largest company Apple Inc. This biography is a must read for not only business graduate and businessmen but for ordinary non technical people who belong to any field cause this life is one of extraordinary lives in the world every body can end up getting one or two valuable lessons from his life.",Counter({'confused': 3}),confused,1.0
3L55D8AUGL1FV4RU6TIS1UIJUI1CYV,Matching Configurations,Kyle Keyes,Contemporary,5.0,"Quantum Roots III Matching Configurations is the last book in the Quantum Roots trilogy. Kyle Keys has again written another amazing novel, I love this author, his writing style, the humor he injects in his novels and the creative way in which he portrays his characters is just brilliant. If you haven't yet read the previous twos Quantum Roots books then I suggest you add them to your must read list. Definitely recommended. 5 stars.","Counter({'content': 2, 'enthusiastic': 1, 'love': 1, 'confused': 1})",content,0.25
3EFNPKWBN3SUL9ZQ5SWIGZK5CS930N,A Promised Land,Barack Obama,Nonfiction,5.0,"I am 'reading' this via audiobook because even though it's 29 hours long, just listening to Obama's steady voice is reassuring during this current insanity (November 2020). (Also, this ended up being my 100th book I have read this year, officially meeting my reading goal!)I am not sure what I enjoyed most about this book. Was it the insight into how Obama got into politics and then decided to run for President? Was it the look into his primary run against Hillary Clinton? Was it his eventual win against John McCain and his crazy VP pick Sarah Palin? Was it the behind the scenes look into some of his biggest pieces of legislation, namely Obamacare? Or was it his REAL thoughts on certain events that happened during his first 4 years of his Presidency? Honestly, it's all the above, but that last one had me cackling with sarcastic cynical laughter, when Obama details what he really wanted to say during a certain press conference.Go pick up this audiobook. Go listen to what a real President should sound like - basically a reasonable, intelligent human being. And then mourn those good ole' days as we finish this hellscape of the last 4 years. Oh and did I also mention that there's an unfortunate reveal about Biden's judgment in the very last chapter? *sigh* Thanks, Obama. (meant sincerely)","Counter({'confused': 2, 'disappointed': 1, 'bored': 1})",confused,0.3333333333333333
3AJA9FLWTN208GWZTDMQNC9Y1CVIF6,Lease on Love,Falon Ballard,Romance,4.0," “I think you’re going to be good for me, Sadie Green.”  That was a great debut book, the romance was a slow-burn, and the chemistry was great.I'll definitely check new books from Falon.","Counter({'love': 2, 'confused': 1, 'annoyed': 1})",love,0.3333333333333333
37OPIVELV575GU47CFID9ZXS4J3AHS,A Promised Land,Barack Obama,Nonfiction,,"Once again I have to let people on here know they should not mess with the rating system. You don't have to like Obama or read his book but please do not leave ratings on Goodreads just to make that known. You are allowed to have your opinions but no reason to mess with the GR rating system by giving it a one star (or a 2,3,4,5) if you haven't actually read the book. And that goes for all books. Please do not rate without reading because some people genuinely want to filter and search through ratings for honest reviews - not to see what trolls and haters say. That is all. Hope you have a great day!","Counter({'annoyed': 2, 'disappointed': 1, 'content': 1})",annoyed,0.3333333333333333
3P4ZBJFX367I9BG4IUQ5O3I6GNTFWA,The Stowaway,James S. Murray,Thriller,5.0,"This is a fast pace suspenseful thriller. The characters where really developed, and I loved the suspense and twists in this book. Most of this book takes place on a cruise ship. I loved the cruise ship setting. This is not a book that builds up the scary suspense through the book, but this book you know their is something going on. The book is all about solving who is causing everything that is going on. The ending was so great in this book. I was kindly provided an e-copy of this book by the publisher (St. Martin's Press) or author (James E. Murray and Darren Wearmouth) via NetGalley, so I can give an honest review about how I feel about this book. I want to send a big Thank you to them for that.","Counter({'content': 2, 'love': 1, 'enthusiastic': 1})",content,0.3333333333333333
3D0LPO3EBM3G4TOXWYRJWUC0JWJYOD,Matching Configurations,Kyle Keyes,Contemporary,5.0,"The final instalment in the Quantum Roots trilogy absolutely blew me away. Often sci-fi can get bogged down in too many details that can detract from the overall plot, but Kyle Keyes avoided such a pit-fall with clever use of characters that were engaging and often hilarious, and the end result was an epic trilogy that kept me on the edge of my seat. Keyes has rapidly become one of my new favourite authors, and I’ll be first in line to check out his future releases. ","Counter({'love': 2, 'enthusiastic': 1, 'content': 1})",love,0.3333333333333333
3BS6ERDLAEBNHCN206IB29G8G8KD6W,The Stowaway,James S. Murray,Thriller,4.0,"This was an entertaining read! It reminded me of reading a Mary Higgins Clark book. There is a fascinating, although gruesome back story which pulls you right in. The chapters are short with many a cliffhanger pulling you onto the next one. The majority of the book takes place on a cruise ship which greatly ups the ante and there are plenty of red herring swimming out there in that ocean. The book is more plot than character-driven. I could see this being made into a Lifetime Movie and sometimes that is exactly what you are in the mood for. Thank you to St. Martins Press and NetGalley for a DRC in exchange for an honest review. This book will be next week Tuesday -- September 21st.","Counter({'enthusiastic': 2, 'annoyed': 1, 'disappointed': 1, 'content': 1})",enthusiastic,0.25
3OCZWXS70ZBAWKBG846UTGADTMB5LO,Lease on Love,Falon Ballard,Romance,4.0,"I was really vibing with this till like 90%. It was going great and I was having a good time. The 3rd act conflict felt forced and also rushed and made me think Sadie was quite selfish and self centred, which is why this is a 4 star, not 5 star for me. I thought it was a cute and fun read, what else can I ask for? ","Counter({'content': 2, 'enthusiastic': 1, 'disappointed': 1})",content,0.3333333333333333
35O6H0UNM3K41UNG5JUHD1XLPX65JM,Lease on Love,Falon Ballard,Romance,5.0,"I loved this! Sadie had so much energy that I found myself feeling like I needed to take on the world with similar vigor. She and Jack balanced each other so well, and their slow burn was absolute perfection. I also ADORED her friends. Who doesn't want to be part of a group like theirs? Such a fun read, and I can't wait to see what the author comes out with next! (Mom, if you're reading this, there are lots of f-bombs in this book, so don't yell at me when you see them. Also, now that we know you're capable of creating a goodreads account, how about reviewing your daughter's book...) ","Counter({'love': 2, 'bored': 1, 'enthusiastic': 1})",love,0.3333333333333333
3ULIZ0H1WL9X6D7CFUOB911ZVG615E,The Stowaway,James S. Murray,Thriller,5.0,"Wow, readers. I am shooketh. Have you ever picked up a book and thought, 'who knows what I'll think of this one!?', and it blows your expectations out of the water? Well that just happened to me with this book. I literally could not pull this book from my hands. I binge read this in one sitting and ultimately loved it. It was a LOT of fun, but also very dark and disturbing.  The Stowaway  reminded me of a dark, sinister, and gruesome version of The Woman in Cabin 10, but with more substance. I did not expect to jump into a book so quickly and be hypnotized by the narrative. The edge-of-your-seat plot developments just ooze from every page. I loved every minute of its fast-paced, popcorn thriller vibe.","Counter({'content': 2, 'love': 1, 'disappointed': 1})",content,0.3333333333333333
356ZPKYPVSLYPT0YBY4YLUHQT1FYPU,A Promised Land,Barack Obama,Nonfiction,,"One thing I want to mention. This is Goodreads.For those who don’t know what this app is, it’s a planet for readers, not a battlefield for competitors.You can’t just create multiple accounts, copy and paste same review, and rate a book you haven’t read.We are here to review books, not people. We are here to share knowledge and literal thoughts and opinions, not to fight for political backgrounds.Please guys be logical. You can express your political opinions in demonstrations and protests... but definitely not here.Please don’t rate a book you haven’t read.Thanks ","Counter({'disappointed': 2, 'content': 1})",disappointed,0.5
3P6ENY9P8K0KMCN5O3AQQXLBHR8IH4,Lease on Love,Falon Ballard,Romance,3.0,"A fun, witty, sexy modern-day rom-com featuring roommates to lovers and an overall positively delightful cast. Sadie is an energetic, smart, hardworking, entertainingly over-the-top individual who finds herself without a job after she rightly, but not so gracefully, calls her boss out on blatant nepotism. A drunken night has her swiping right on Jack, a reclusive, quirky, caring guy who just so happens to be looking for a roommate. Cue funny friendship text chains, group hijinks, a host of floral arrangements and brimming sexual tension. This book was fun. The only thing that didn't quite work for me was the attempt at drama or conflict between the main leads. Don't get me wrong both Sadie and Jack had their own issues, but shoehorning in the whole keeping a secret identity thing at the end seemed unnecessary. That being said, I enjoyed the book overall and would definitely recommend it to romance lovers. Special thanks to NetGalley and PENGUIN GROUP PUTNAM/ G. P. Putnam’s Sons for sharing this ARC with me in exchange for my honest opinions. ","Counter({'annoyed': 3, 'love': 1, 'content': 1})",annoyed,0.5
38Z7YZ2SCE6XZ5M87TXKZBDC8E4IQ0,The Stowaway,James S. Murray,Thriller,3.0,"This is the paint-by-number equivalent of writing a novel. The plotting is competent, but none of the characters come to life. Maria was on a jury deciding the fate of an alleged killer Wyatt Butler. One person didn’t vote guilty, and, as a result, every juror is subjected to threats in the weeks following the trial. As part of getting out of the public eye, Maria and her boyfriend and two kids go on a cruise. Not long into their voyage, dead bodies of passengers begin appearing, murdered in the same manner of the killer in the trial that Maria served on.There is some fun stuff here, but the lack of the dimension to the characters make this unmemorable. Thanks to NetGalley for the opportunity to read this novel, which RELEASES SEPTEMBER 21, 2021.","Counter({'enthusiastic': 2, 'disappointed': 1, 'annoyed': 1})",enthusiastic,0.3333333333333333
3YGE63DIOJ1RC71EFC7KLWV2AL40WR,Matching Configurations,Kyle Keyes,Contemporary,5.0,"The characters in Matching Configurations are well-rounded and engaging, with protagonist Olan Chapman, in particular, a brilliant centre point for the unfolding plot. Even the secondary characters are well developed with engaging dialogue, and none of the predictability and cliche that you find in some sci-fi adventure novels. This is an excellent read, with heaps of adventure, excitement, and intrigue. The writing style is easy to follow, while also being clever and even comical at times. Fans of humorous sci-fi will find it hard not to love this book, which left me wanting to read more from the author in the future.Although first reading Book 1 and 2 of the Quantum Roots series heightens the drama, I think the author’s ability to incorporate the concepts of those episodes well enough in this book means Matching Configurations works well as a stand alone novel.","Counter({'bored': 2, 'content': 1})",bored,0.5
34HEO7RUHHYI5OIA8KU7N3ZYRS1ARP,The Stowaway,James S. Murray,Thriller,4.0,"Professor Maria Fontana served as a juror on a murder trial. Not just any murder trial but the murder trial of alleged child serial killer, Wyatt Butler.It seemed like a slam dunk case but there were some inconsistencies and one juror can’t convict. Wyatt Butler goes free and public outcry ensues. People can’t believe that this man walks out a free man.Who could let this man walk free? None other than Professor Maria Fontana. After being criticized and vilified in the court of public opinion, Maria tries to resume her life with her two children and new boyfriend. She and the family embark on a two week transatlantic cruise as a break and chance to get some rest.Unfortunately rest and relaxation are not on the cruise ships list of activities. It looks like Murder, mayhem and a race to solve this mystery are the course of events for this open-water mystery.Is Wyatt Butler onboard or a copycat committing murders that only a few including Maria know all the details. The clock is ticking on this ship as someone is onboard willing to stop at nothing.This book is chilling and graphic in detail that gives the reader a very gruesome insight into the murder.This edgy thriller is full of twists and turns including a surprise twist at the end.I received an advance copy of this book from NetGalley. #NetGalley #TheStowaway","Counter({'confused': 2, 'enthusiastic': 1})",confused,0.5
35F6NGNVNJND21X456NIDRYQE5S7T8,A Promised Land,Barack Obama,Nonfiction,5.0,"My first thought: The editor's red pen was notably absent here! Goodness, this was long; long but not at all boring.I listened to the audiobook, which Obama reads himself, and there was a sort of comfort in hearing his voice (for 30 hours:flushed_face:). Whatever you want to say about him, and he seems quite willing to admit his mistakes, Obama is an example of a truly decent man, such a vast contrast to the one currently occupying the White House. I won't go into details of the content of the book, but while I expected to find that nothing much would come as new information, I finished it feeling I have a much deeper insight into Obama's first term as well as the life and responsibilities of a president. If Trump could read, I'd suggest he start here. He might learn something.Find my book reviews and more at http://www.princessandpen.com","Counter({'love': 2, 'confused': 1, 'enthusiastic': 1})",love,0.3333333333333333
38F60IALBRLZKQXKK729YCO36RM0T1,Lease on Love,Falon Ballard,Romance,3.0,"3 StarsI found myself giggling on a few occasions, but mostly I found the humor and language rather forced. It might have been due to the fact that the story was told in Sadie’s first-person narrative and her constant negative self-talk wore on me. There was a reason for it and it served the plot and conflict, but it started to feel manipulative. I’m a fairly smart reader. Please show me in her actions, rather than constantly telling me. I liked Jack as a hero with his mysterious past, but I wanted to love him. More importantly, I wanted to love Jack and Sadie together. I struggled to feel their chemistry and connection. Sadie’s friends were a fun addition and they probably had some of my favorite scenes in the book. I wasn’t as bothered by the final conflict as some readers were, but it again relied on the heroine’s wearisome negative opinion of herself. Aside from some less than artful execution, at times, the overall writing was good and I would try this author again. In this particular story, I felt that there were some elements that were too much, some that weren’t enough, and few that hit me just right.","Counter({'bored': 2, 'content': 1, 'disappointed': 1})",bored,0.3333333333333333
3B286OTITPL170ZX0FLYLCD7HB7AJX,Matching Configurations,Kyle Keyes,Contemporary,5.0,"First of all I need to tell you that in order to truly understand this series, I really advise that you read the previous books, the author always manages to give us books that can be read as stand alone, but If you want the true experience in this paranormal/mystery/thriller/science-fiction genre, you need to understand each character.Chapman as we´ve seen in the past is the one that keeps moving between past and present, he’s the hero that changes personalities and makes agents Grumman and Wade have such a hard time trying to figure out his next move. The relationship between Jeremy and Alexis is quite entertaining this time.In my opinion, Kyle Keyes found a new genre mixing all these elements and making a great story for us to get out the box of the genres you usually read, so if you’re looking of something completely different that captures your attention and keeps you on the edge for more, well this series is for you.","Counter({'confused': 2, 'love': 1, 'content': 1, 'enthusiastic': 1})",confused,0.25
34D9ZRXCZ2YU63INN9UCDD4UDUKASD,The Stowaway,James S. Murray,Thriller,4.0,"This one was entertaining throughout, and I very guiltily gobbled it up!! So bad it was good? Perhaps?!! Let's face it, this is not a literary masterpiece, nor did it attempt to be, which I appreciated. This kind of reminded me of those Christopher Pike books I couldn't read fast enough in high school (yes, I'm ancient!). If I could have, I would have read this in just one sitting, but work/family did not permit it. It's an insanely fast read and there wasn't one dull moment throughout. The fact that I have been on a cruise similar to this one only helped me connect with the story even that much more. While some of the scenarios were incredibly unrealistic, I went with it and allowed myself to enjoy the ride. Same thing goes with the characters and their actions, motivations, etc. If you can allow yourself to do so, you'll probably love this one just as much as I did. I could see this transitioning to the silver screen very nicely, and won't be surprised in the least if it is - I know I'd go watch it!!With all this being said, I'm definitely going to keep my eye on this writing duo, and I look forward to their forthcoming releases!! ","Counter({'confused': 2, 'bored': 1, 'enthusiastic': 1})",confused,0.3333333333333333
388FBO7J02XYM8OLVJR6H5CVTMEYNY,Lease on Love,Falon Ballard,Romance,5.0,"4.5:star: because I wish the book had 10-20 more pages towards the end, but I otherwise LOVED THIS. Such great characters, and the romance was incredibly sweet and heartwarming.","Counter({'content': 2, 'love': 1, 'disappointed': 1})",content,0.3333333333333333
3INZSNUD9BUAZVP0YDLNMJ7A69SD97,The Stowaway,James S. Murray,Thriller,4.0,"A book about a stowaway on a cruise ship? Sign me up please! However, this book is so much more than that! Maria and fiancee Steve take Maria's twins, Christopher and Chloe on a cruise to escape the negative attention Maria has received after serving on a trial where an accused serial killer was acquitted. But this is not the cruise they hoped for as terror begins to reign almost as soon as they board and doesn't let up until the end. This book is chilling, dark, and graphic so know what you're getting into, but if you love a roller-coaster ride with edgy situations, read this!Thanks to NetGalley for this ARC!","Counter({'enthusiastic': 2, 'disappointed': 1})",enthusiastic,0.5
30QQTY5GNVOS2ECT5BDSINKSXJZ7UZ,A Promised Land,Barack Obama,Nonfiction,,"Yes! When I see the winner announcement, I got more and more excited to get this amazing journey into my hands! I'm so thankful to Mimi Chan and fantastic Goodreads team for sending this remarkable novel's copy to me! I'm already hooked! This is one of the most precious gift I have ever gotten for a long time!",Counter({'enthusiastic': 3}),enthusiastic,1.0
3BKZLF991A3JP51DBBJNLZ70YX1YQL,Matching Configurations,Kyle Keyes,Contemporary,3.0,"Quantum Roots 3: Matching Configurations by Kyle Keyes I was a bit disappointed in this book because it summed up the previous books I've read from the author and then more of the story.I felt like I've already read 3/4 of the book, which is quoted word for word on some of the vigilante's whereabouts.Like the things the feds have figured out with help from the invisible 6 and many others from the previous books and that there are really 4 of them, one body though and that's explained.Like hearing what the vigilante has brought back from his travels from other eras that he uses in present day.Very familiar with the characters and their quirks as new material is given to us on where they can locate the vigilante. They are so close so many times...","Counter({'content': 2, 'disappointed': 1, 'enthusiastic': 1, 'love': 1})",content,0.25
39KV3A5D2JBCN1KPG6IS3M24CME7SJ,Lease on Love,Falon Ballard,Romance,5.0,"This book is perfect. I have nothing bad to say, which is rare I can’t find even just one little thing. Sadie is sarcastic, a little hard around the edges, but also so kind and loving (even when she doesn’t know it herself). Jack is shy, strong, and a little nerdy which is my favorite part about him. These two had me laughing from the start. I love Sadie’s internal monologue. I love all the texts chains, they had me laughing at every single one of them. I wish I had a friend group like Sadie. Sadie and Jack together is the perfect slow burn, high sexual tension, laugh out loud banter we all need in our life. I love that they took their time, were honest (about most things) when they needed time and to take things slow. They balanced each other out with their personalities being so different, but also they were the same at heart. They’ve both been through trauma and they learned how to help each other. This will go down as one of my favorites in 2022 and one of my all time favorite romance books.","Counter({'content': 2, 'love': 1, 'confused': 1})",content,0.3333333333333333
3T6SSHJU0QEKI7YPULSBQ9MQH4NIIX,Matching Configurations,Kyle Keyes,Contemporary,5.0,"I thought after reading Worm Holes that would be the ultimate book in the trilogy but I’m delighted to have enjoyed Matching Configurations just as much. Protagonist vigilante Olaf Chapman is still hotly pursued by Agent Wade. Some excellent dialogue really carries the story along and scenes flew by as I got more and more wrapped up in the conclusion of the Quantum Roots trilogy. This was a real break with convention as Keyes let his imagination run wild, and the result, a sci-fi trilogy that will long live in memory, and I bet plenty other readers too.","Counter({'love': 2, 'content': 1, 'enthusiastic': 1})",love,0.3333333333333333
